Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2015,Türkiye,Denmark,TUR,DNK,G,N,FI,P,29
2015,Türkiye,Finland,TUR,FIN,G,N,FI,P,53
2015,Türkiye,Finland,TUR,FIN,G,R,RA,P,5
2015,Türkiye,France,TUR,FRA,G,A,AR,P,847
2015,Türkiye,France,TUR,FRA,G,N,FI,P,1030
2015,Türkiye,France,TUR,FRA,G,A,RA,P,226
2015,Türkiye,France,TUR,FRA,G,R,RA,P,285
2015,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,A,AR,C,202
2015,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,N,FI,P,249
2015,Türkiye,"United Kingdom of Great Britain and Northern Ireland",TUR,GBR,G,R,RA,P,5
2015,Türkiye,Georgia,TUR,GEO,G,N,FI,P,31
2015,Türkiye,Germany,TUR,DEU,G,N,NA,P,1500
2015,Türkiye,Germany,TUR,DEU,G,R,RA,P,267
2015,Türkiye,Greece,TUR,GRC,G,A,AR,P,6
2015,Türkiye,Greece,TUR,GRC,G,N,FI,P,38
2015,Türkiye,Greece,TUR,GRC,G,R,RA,P,5
2015,Türkiye,Croatia,TUR,HRV,G,N,FI,P,10
2015,Türkiye,Hungary,TUR,HUN,G,N,FA,P,275
2015,Türkiye,Hungary,TUR,HUN,G,R,RA,P,17
2015,Türkiye,Italy,TUR,ITA,G,N,FI,P,260
2015,Türkiye,Luxembourg,TUR,LUX,G,N,FI,P,16
2015,Türkiye,Luxembourg,TUR,LUX,G,J,JR,P,16
2015,Türkiye,"Rep. of Moldova",TUR,MDA,G,N,FI,P,9
2015,Türkiye,"Rep. of Moldova",TUR,MDA,G,J,JR,P,5
2015,Türkiye,"Netherlands (Kingdom of the)",TUR,NLD,G,N,FI,P,56
2015,Türkiye,"Netherlands (Kingdom of the)",TUR,NLD,G,R,RA,P,13
2015,Türkiye,Norway,TUR,NOR,G,A,AR,P,60
2015,Türkiye,Norway,TUR,NOR,G,N,FI,P,84
2015,Türkiye,Norway,TUR,NOR,G,R,RA,P,5
2015,Türkiye,Poland,TUR,POL,G,N,FI,P,13
2015,Türkiye,Romania,TUR,ROU,G,N,FI,P,44
2015,Türkiye,Romania,TUR,ROU,G,R,RA,P,5
2015,Türkiye,"Russian Federation",TUR,RUS,G,N,TA,P,7
2015,Türkiye,Spain,TUR,ESP,G,N,FI,P,7
2015,Türkiye,Slovenia,TUR,SVN,G,N,FI,P,5
2015,Türkiye,Sweden,TUR,SWE,G,A,AR,P,63
2015,Türkiye,Sweden,TUR,SWE,G,N,FI,P,221
2015,Türkiye,Sweden,TUR,SWE,G,R,RA,P,32
2015,Türkiye,Switzerland,TUR,CHE,G,N,FI,P,387
2015,Türkiye,Switzerland,TUR,CHE,G,R,FI,P,37
2015,Ukraine,Albania,UKR,ALB,G,N,FI,P,5
2015,Ukraine,Armenia,UKR,ARM,G,N,FI,P,93
2015,Ukraine,Austria,UKR,AUT,G,N,FA,P,481
2015,Ukraine,Austria,UKR,AUT,G,R,RA,P,27
2015,Ukraine,Azerbaijan,UKR,AZE,G,N,FI,P,33
2015,Ukraine,Azerbaijan,UKR,AZE,U,N,FI,P,10
2015,Ukraine,Belgium,UKR,BEL,G,N,FI,P,369
2015,Ukraine,Belgium,UKR,BEL,G,A,JR,C,163
2015,Ukraine,Belgium,UKR,BEL,G,R,RA,P,65
2015,Ukraine,Belarus,UKR,BLR,G,N,FI,P,978
2015,Ukraine,Belarus,UKR,BLR,G,A,JR,P,11
2015,Ukraine,Bulgaria,UKR,BGR,G,N,FI,P,63
2015,Ukraine,Cyprus,UKR,CYP,G,N,FI,P,70
2015,Ukraine,Czechia,UKR,CZE,G,N,FI,P,568
2015,Ukraine,Czechia,UKR,CZE,G,R,RA,P,126
2015,Ukraine,Denmark,UKR,DNK,G,A,AR,P,50
2015,Ukraine,Denmark,UKR,DNK,G,N,FI,P,97
2015,Ukraine,Estonia,UKR,EST,G,N,FI,P,90
2015,Ukraine,Finland,UKR,FIN,G,N,FI,P,67
2015,Ukraine,Finland,UKR,FIN,G,R,RA,P,7
2015,Ukraine,France,UKR,FRA,G,A,AR,P,659
2015,Ukraine,France,UKR,FRA,G,N,FI,P,1623
2015,Ukraine,France,UKR,FRA,G,A,RA,P,24
2015,Ukraine,France,UKR,FRA,G,R,RA,P,28
2015,Ukraine,"United Kingdom of Great Britain and Northern Ireland",UKR,GBR,G,A,AR,C,58
2015,Ukraine,"United Kingdom of Great Britain and Northern Ireland",UKR,GBR,G,N,FI,P,252
2015,Ukraine,"United Kingdom of Great Britain and Northern Ireland",UKR,GBR,G,R,RA,P,5
2015,Ukraine,Georgia,UKR,GEO,G,N,FI,P,404
2015,Ukraine,Georgia,UKR,GEO,G,J,JR,P,5
2015,Ukraine,Germany,UKR,DEU,G,N,NA,P,4569
2015,Ukraine,Germany,UKR,DEU,G,R,RA,P,89
2015,Ukraine,Greece,UKR,GRC,G,A,AR,P,120
2015,Ukraine,Greece,UKR,GRC,G,N,FI,P,220
2015,Ukraine,Greece,UKR,GRC,G,R,RA,P,7
2015,Ukraine,Croatia,UKR,HRV,G,N,FI,P,9
2015,Ukraine,Croatia,UKR,HRV,G,J,JR,P,6
2015,Ukraine,Hungary,UKR,HUN,G,N,FA,P,27
2015,Ukraine,Iceland,UKR,ISL,G,N,FI,P,8
2015,Ukraine,Ireland,UKR,IRL,G,A,AR,P,33
2015,Ukraine,Ireland,UKR,IRL,G,N,FI,P,47
2015,Ukraine,Ireland,UKR,IRL,G,A,SP,P,8
2015,Ukraine,Ireland,UKR,IRL,G,N,SP,P,5
2015,Ukraine,Italy,UKR,ITA,G,N,FI,P,4681
2015,Ukraine,Liechtenstein,UKR,LIE,G,N,FI,P,17
2015,Ukraine,Lithuania,UKR,LTU,G,N,FI,P,65
2015,Ukraine,Luxembourg,UKR,LUX,G,A,AR,P,5
2015,Ukraine,Luxembourg,UKR,LUX,G,N,FI,P,29
2015,Ukraine,Latvia,UKR,LVA,G,N,FI,P,47
2015,Ukraine,"Rep. of Moldova",UKR,MDA,G,N,FI,P,123
2015,Ukraine,"Rep. of Moldova",UKR,MDA,G,J,JR,P,22
2015,Ukraine,Montenegro,UKR,MNE,G,N,FA,P,13
2015,Ukraine,Malta,UKR,MLT,G,N,FI,P,71
2015,Ukraine,"Netherlands (Kingdom of the)",UKR,NLD,G,N,FI,P,716
2015,Ukraine,"Netherlands (Kingdom of the)",UKR,NLD,G,R,RA,P,39
2015,Ukraine,Norway,UKR,NOR,G,A,AR,P,70
2015,Ukraine,Norway,UKR,NOR,G,N,FI,P,90
2015,Ukraine,Poland,UKR,POL,G,N,FI,P,1591
2015,Ukraine,Poland,UKR,POL,G,R,RA,P,704
2015,Ukraine,Portugal,UKR,PRT,G,N,FI,P,366
2015,Ukraine,Romania,UKR,ROU,G,N,FI,P,37
2015,Ukraine,Romania,UKR,ROU,G,R,RA,P,5
2015,Ukraine,"Russian Federation",UKR,RUS,G,N,FI,P,293
2015,Ukraine,"Russian Federation",UKR,RUS,G,N,TA,P,148849
2015,Ukraine,Spain,UKR,ESP,G,N,FI,P,3420
2015,Ukraine,"Serbia and Kosovo: S/RES/1244 (1999)",UKR,SRB,G,N,FI,P,11
2015,Ukraine,Slovakia,UKR,SVK,G,N,FI,P,14
2015,Ukraine,Slovakia,UKR,SVK,G,R,RA,P,11
2015,Ukraine,Slovenia,UKR,SVN,G,N,FI,P,14
2015,Ukraine,Sweden,UKR,SWE,G,A,AR,P,478
2015,Ukraine,Sweden,UKR,SWE,G,N,FI,P,1320
2015,Ukraine,Sweden,UKR,SWE,G,R,RA,P,84
2015,Ukraine,Switzerland,UKR,CHE,G,N,FI,P,236
2015,Ukraine,Switzerland,UKR,CHE,G,R,FI,P,7
2016,Albania,Austria,ALB,AUT,G,N,FA,P,76
2016,Albania,Belgium,ALB,BEL,G,N,FI,P,649
2016,Albania,Belgium,ALB,BEL,G,A,JR,C,256
2016,Albania,Belgium,ALB,BEL,G,R,RA,P,168
2016,Albania,Denmark,ALB,DNK,G,N,FI,P,90
2016,Albania,Estonia,ALB,EST,G,N,FI,P,8
2016,Albania,Finland,ALB,FIN,G,N,FI,P,83
2016,Albania,France,ALB,FRA,G,A,AR,P,1786
2016,Albania,France,ALB,FRA,G,N,FI,P,6859
2016,Albania,France,ALB,FRA,G,A,RA,P,399
2016,Albania,France,ALB,FRA,G,R,RA,P,571
2016,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,A,AR,C,491
2016,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,N,FI,P,1768
2016,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,R,RA,P,34
2016,Albania,Germany,ALB,DEU,G,N,NA,P,14853
2016,Albania,Germany,ALB,DEU,G,R,RA,P,2383
2016,Albania,Greece,ALB,GRC,G,A,AR,P,831
2016,Albania,Greece,ALB,GRC,G,N,FI,P,1295
2016,Albania,Greece,ALB,GRC,G,R,RA,P,125
2016,Albania,Croatia,ALB,HRV,G,N,FI,P,5
2016,Albania,Hungary,ALB,HUN,G,N,FI,P,13
2016,Albania,Iceland,ALB,ISL,G,N,FI,P,228
2016,Albania,Ireland,ALB,IRL,G,A,AR,P,145
2016,Albania,Ireland,ALB,IRL,G,N,FI,P,222
2016,Albania,Ireland,ALB,IRL,G,R,RA,P,20
2016,Albania,Ireland,ALB,IRL,G,A,SP,P,20
2016,Albania,Ireland,ALB,IRL,G,N,SP,P,35
2016,Albania,Italy,ALB,ITA,G,N,FI,P,363
2016,Albania,Liechtenstein,ALB,LIE,G,N,FI,P,5
2016,Albania,Luxembourg,ALB,LUX,G,A,AR,P,107
2016,Albania,Luxembourg,ALB,LUX,G,N,FI,P,213
2016,Albania,Luxembourg,ALB,LUX,G,J,JR,P,5
2016,Albania,Luxembourg,ALB,LUX,G,A,RA,C,12
2016,Albania,Luxembourg,ALB,LUX,G,N,RA,P,13
2016,Albania,Montenegro,ALB,MNE,G,N,FA,P,5
2016,Albania,Malta,ALB,MLT,G,N,FI,P,5
2016,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,N,FI,P,1683
2016,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,R,RA,P,34
2016,Albania,Norway,ALB,NOR,G,A,AR,P,97
2016,Albania,Norway,ALB,NOR,G,N,FI,P,127
2016,Albania,Norway,ALB,NOR,G,R,RA,P,5
2016,Albania,Romania,ALB,ROU,G,N,FI,P,15
2016,Albania,Spain,ALB,ESP,G,N,FI,P,26
2016,Albania,Slovenia,ALB,SVN,G,N,FI,P,6
2016,Albania,Sweden,ALB,SWE,G,A,AR,P,784
2016,Albania,Sweden,ALB,SWE,G,N,FI,P,730
2016,Albania,Sweden,ALB,SWE,G,R,RA,P,56
2016,Albania,Switzerland,ALB,CHE,G,N,FI,P,142
2016,Albania,Switzerland,ALB,CHE,G,R,FI,P,15
2016,Armenia,Austria,ARM,AUT,G,N,FA,P,223
2016,Armenia,Belgium,ARM,BEL,G,N,FI,P,135
2016,Armenia,Belgium,ARM,BEL,G,A,JR,C,59
2016,Armenia,Belgium,ARM,BEL,G,R,RA,P,91
2016,Armenia,Cyprus,ARM,CYP,G,N,FI,P,8
2016,Armenia,Cyprus,ARM,CYP,G,R,RA,P,5
2016,Armenia,Czechia,ARM,CZE,G,N,FI,P,51
2016,Armenia,Czechia,ARM,CZE,G,R,RA,P,9
2016,Armenia,Denmark,ARM,DNK,G,A,AR,P,61
2016,Armenia,Denmark,ARM,DNK,G,N,FI,P,16
2016,Armenia,Estonia,ARM,EST,G,N,FI,P,6
2016,Armenia,France,ARM,FRA,G,A,AR,P,766
2016,Armenia,France,ARM,FRA,G,N,FI,P,1238
2016,Armenia,France,ARM,FRA,G,A,RA,P,158
2016,Armenia,France,ARM,FRA,G,R,RA,P,216
2016,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,A,AR,C,5
2016,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,N,FI,P,39
2016,Armenia,Germany,ARM,DEU,G,N,NA,P,5185
2016,Armenia,Germany,ARM,DEU,G,R,RA,P,221
2016,Armenia,Greece,ARM,GRC,G,A,AR,P,19
2016,Armenia,Greece,ARM,GRC,G,N,FI,P,72
2016,Armenia,Hungary,ARM,HUN,G,N,FI,P,43
2016,Armenia,Iceland,ARM,ISL,G,N,FI,P,5
2016,Armenia,Italy,ARM,ITA,G,N,FI,P,74
2016,Armenia,Lithuania,ARM,LTU,G,N,FI,P,13
2016,Armenia,Latvia,ARM,LVA,G,N,FI,P,8
2016,Armenia,"Rep. of Moldova",ARM,MDA,G,N,FI,P,5
2016,Armenia,"Rep. of Moldova",ARM,MDA,G,J,JR,P,5
2016,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,N,FI,P,50
2016,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,R,RA,P,46
2016,Armenia,Norway,ARM,NOR,G,A,AR,P,7
2016,Armenia,Poland,ARM,POL,G,A,AR,P,16
2016,Armenia,Poland,ARM,POL,G,N,FI,P,321
2016,Armenia,"Russian Federation",ARM,RUS,G,N,TA,P,5
2016,Armenia,Spain,ARM,ESP,G,N,FI,P,90
2016,Armenia,Slovakia,ARM,SVK,G,R,RA,P,5
2016,Armenia,Sweden,ARM,SWE,G,A,AR,P,321
2016,Armenia,Sweden,ARM,SWE,G,N,FI,P,146
2016,Armenia,Sweden,ARM,SWE,G,R,RA,P,71
2016,Armenia,Switzerland,ARM,CHE,G,N,FI,P,47
2016,Armenia,Switzerland,ARM,CHE,G,R,FI,P,7
2016,Azerbaijan,Austria,AZE,AUT,G,N,FA,P,63
2016,Azerbaijan,Belgium,AZE,BEL,G,N,FI,P,44
2016,Azerbaijan,Belgium,AZE,BEL,G,A,JR,C,14
2016,Azerbaijan,Belgium,AZE,BEL,G,R,RA,P,26
2016,Azerbaijan,Czechia,AZE,CZE,G,N,FI,P,49
2016,Azerbaijan,Czechia,AZE,CZE,G,R,RA,P,5
2016,Azerbaijan,Denmark,AZE,DNK,G,A,AR,P,12
2016,Azerbaijan,Denmark,AZE,DNK,G,N,FI,P,20
2016,Azerbaijan,Finland,AZE,FIN,G,N,FI,P,11
2016,Azerbaijan,France,AZE,FRA,G,A,AR,P,328
2016,Azerbaijan,France,AZE,FRA,G,N,FI,P,236
2016,Azerbaijan,France,AZE,FRA,G,A,RA,P,96
2016,Azerbaijan,France,AZE,FRA,G,R,RA,P,108
2016,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,A,AR,C,7
2016,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,N,FI,P,30
2016,Azerbaijan,Georgia,AZE,GEO,G,N,FI,P,19
2016,Azerbaijan,Germany,AZE,DEU,G,N,NA,P,4573
2016,Azerbaijan,Germany,AZE,DEU,G,R,RA,P,177
2016,Azerbaijan,Iceland,AZE,ISL,G,N,FI,P,5
2016,Azerbaijan,Italy,AZE,ITA,G,N,FI,P,7
2016,Azerbaijan,Lithuania,AZE,LTU,G,N,FI,P,7
2016,Azerbaijan,Luxembourg,AZE,LUX,G,N,FI,P,5
2016,Azerbaijan,Luxembourg,AZE,LUX,G,J,JR,P,10
2016,Azerbaijan,Luxembourg,AZE,LUX,G,A,RA,C,10
2016,Azerbaijan,Luxembourg,AZE,LUX,G,N,RA,P,10
2016,Azerbaijan,Latvia,AZE,LVA,G,N,FI,P,5
2016,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,N,FI,P,67
2016,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,R,RA,P,13
2016,Azerbaijan,Norway,AZE,NOR,G,A,AR,P,30
2016,Azerbaijan,Norway,AZE,NOR,G,N,FI,P,17
2016,Azerbaijan,Poland,AZE,POL,G,A,AR,P,5
2016,Azerbaijan,Poland,AZE,POL,G,N,FI,P,21
2016,Azerbaijan,"Russian Federation",AZE,RUS,G,N,FI,P,11
2016,Azerbaijan,"Russian Federation",AZE,RUS,G,N,TA,P,15
2016,Azerbaijan,Spain,AZE,ESP,G,N,FI,P,22
2016,Azerbaijan,Sweden,AZE,SWE,G,A,AR,P,263
2016,Azerbaijan,Sweden,AZE,SWE,G,N,FI,P,167
2016,Azerbaijan,Sweden,AZE,SWE,G,R,RA,P,61
2016,Azerbaijan,Switzerland,AZE,CHE,G,N,FI,P,24
2016,Azerbaijan,Switzerland,AZE,CHE,G,R,FI,P,5
2016,Azerbaijan,Ukraine,AZE,UKR,G,N,FI,P,5
2016,Azerbaijan,Ukraine,AZE,UKR,G,J,JR,P,6
2016,Belarus,Austria,BLR,AUT,G,N,FA,P,18
2016,Belarus,Belgium,BLR,BEL,G,N,FI,P,17
2016,Belarus,Belgium,BLR,BEL,G,A,JR,C,5
2016,Belarus,Belgium,BLR,BEL,G,R,RA,P,14
2016,Belarus,Czechia,BLR,CZE,G,N,FI,P,8
2016,Belarus,Czechia,BLR,CZE,G,R,RA,P,5
2016,Belarus,Denmark,BLR,DNK,G,A,AR,P,16
2016,Belarus,Denmark,BLR,DNK,G,N,FI,P,41
2016,Belarus,Finland,BLR,FIN,G,N,FI,P,45
2016,Belarus,France,BLR,FRA,G,A,AR,P,18
2016,Belarus,France,BLR,FRA,G,N,FI,P,30
2016,Belarus,France,BLR,FRA,G,A,RA,P,13
2016,Belarus,France,BLR,FRA,G,R,RA,P,12
2016,Belarus,"United Kingdom of Great Britain and Northern Ireland",BLR,GBR,G,N,FI,P,20
2016,Belarus,Germany,BLR,DEU,G,N,NA,P,274
2016,Belarus,Germany,BLR,DEU,G,R,RA,P,19
2016,Belarus,Iceland,BLR,ISL,G,N,FI,P,6
2016,Belarus,Italy,BLR,ITA,G,N,FI,P,11
2016,Belarus,Liechtenstein,BLR,LIE,G,N,FI,P,5
2016,Belarus,Lithuania,BLR,LTU,G,N,FI,P,12
2016,Belarus,Luxembourg,BLR,LUX,G,A,AR,P,9
2016,Belarus,Luxembourg,BLR,LUX,G,N,FI,P,14
2016,Belarus,Luxembourg,BLR,LUX,G,J,JR,P,5
2016,Belarus,Latvia,BLR,LVA,G,N,FI,P,5
2016,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,N,FI,P,21
2016,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,R,RA,P,5
2016,Belarus,Norway,BLR,NOR,G,A,AR,P,6
2016,Belarus,Norway,BLR,NOR,G,N,FI,P,5
2016,Belarus,Norway,BLR,NOR,G,R,RA,P,5
2016,Belarus,Poland,BLR,POL,G,A,AR,P,8
2016,Belarus,Poland,BLR,POL,G,N,FI,P,35
2016,Belarus,Portugal,BLR,PRT,G,N,FI,P,5
2016,Belarus,"Russian Federation",BLR,RUS,G,N,FI,P,16
2016,Belarus,"Russian Federation",BLR,RUS,G,N,TA,P,18
2016,Belarus,Spain,BLR,ESP,G,N,FI,P,15
2016,Belarus,Sweden,BLR,SWE,G,A,AR,P,124
2016,Belarus,Sweden,BLR,SWE,G,N,FI,P,135
2016,Belarus,Sweden,BLR,SWE,G,R,RA,P,62
2016,Belarus,Switzerland,BLR,CHE,G,N,FI,P,51
2016,Belarus,Switzerland,BLR,CHE,G,R,FI,P,14
2016,Belarus,Ukraine,BLR,UKR,G,N,FI,P,7
2016,Belarus,Ukraine,BLR,UKR,G,J,JR,P,8
2016,"Bosnia and Herzegovina",Austria,BIH,AUT,G,N,FA,P,46
2016,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,N,FI,P,33
2016,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,A,JR,C,7
2016,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,R,RA,P,23
2016,"Bosnia and Herzegovina",Denmark,BIH,DNK,G,A,AR,P,5
2016,"Bosnia and Herzegovina",Denmark,BIH,DNK,G,N,FI,P,29
2016,"Bosnia and Herzegovina",Finland,BIH,FIN,G,N,FI,P,12
2016,"Bosnia and Herzegovina",France,BIH,FRA,G,A,AR,P,158
2016,"Bosnia and Herzegovina",France,BIH,FRA,G,N,FI,P,411
2016,"Bosnia and Herzegovina",France,BIH,FRA,G,A,RA,P,44
2016,"Bosnia and Herzegovina",France,BIH,FRA,G,R,RA,P,69
2016,"Bosnia and Herzegovina",Germany,BIH,DEU,G,N,NA,P,1914
2016,"Bosnia and Herzegovina",Germany,BIH,DEU,G,R,RA,P,1195
2016,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,N,FI,P,5
2016,"Bosnia and Herzegovina",Italy,BIH,ITA,G,N,FI,P,129
2016,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,A,AR,P,39
2016,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,FI,P,59
2016,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,J,JR,P,5
2016,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,RA,P,23
2016,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",BIH,NLD,G,N,FI,P,299
2016,"Bosnia and Herzegovina",Norway,BIH,NOR,G,A,AR,P,6
2016,"Bosnia and Herzegovina",Norway,BIH,NOR,G,N,FI,P,6
2016,"Bosnia and Herzegovina","Serbia and Kosovo: S/RES/1244 (1999)",BIH,SRB,G,N,FI,P,5
2016,"Bosnia and Herzegovina",Slovenia,BIH,SVN,G,N,FI,P,5
2016,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,A,AR,P,200
2016,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,N,FI,P,154
2016,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,R,RA,P,20
2016,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,N,FI,P,68
2016,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,R,FI,P,12
2016,Bulgaria,Belgium,BGR,BEL,G,R,RA,P,5
2016,Bulgaria,Finland,BGR,FIN,G,N,FI,P,5
2016,Bulgaria,Germany,BGR,DEU,G,N,NA,P,11
2016,Bulgaria,Sweden,BGR,SWE,G,N,FI,P,13
2016,Czechia,Germany,CZE,DEU,G,N,NA,P,5
2016,Czechia,Germany,CZE,DEU,G,R,RA,P,6
2016,Estonia,Sweden,EST,SWE,G,N,FI,P,5
2016,France,Belgium,FRA,BEL,G,N,FI,P,5
2016,France,"United Kingdom of Great Britain and Northern Ireland",FRA,GBR,G,N,FI,P,7
2016,France,Switzerland,FRA,CHE,G,N,FI,P,5
2016,"United Kingdom of Great Britain and Northern Ireland",Germany,GBR,DEU,G,N,NA,P,7
2016,"United Kingdom of Great Britain and Northern Ireland",Norway,GBR,NOR,G,A,AR,P,5
2016,"United Kingdom of Great Britain and Northern Ireland",Norway,GBR,NOR,G,N,FI,P,5
2016,Georgia,Austria,GEO,AUT,G,N,FA,P,290
2016,Georgia,Azerbaijan,GEO,AZE,G,N,FI,P,5
2016,Georgia,Belgium,GEO,BEL,G,N,FI,P,184
2016,Georgia,Belgium,GEO,BEL,G,A,JR,C,40
2016,Georgia,Belgium,GEO,BEL,G,R,RA,P,58
2016,Georgia,Belarus,GEO,BLR,G,N,FI,P,7
2016,Georgia,Cyprus,GEO,CYP,G,N,FI,P,18
2016,Georgia,Cyprus,GEO,CYP,G,R,RA,P,5
2016,Georgia,Czechia,GEO,CZE,G,N,FI,P,45
2016,Georgia,Czechia,GEO,CZE,G,R,RA,P,5
2016,Georgia,Denmark,GEO,DNK,G,A,AR,P,12
2016,Georgia,Denmark,GEO,DNK,G,N,FI,P,72
2016,Georgia,Estonia,GEO,EST,G,N,FI,P,5
2016,Georgia,Finland,GEO,FIN,G,N,FI,P,19
2016,Georgia,France,GEO,FRA,G,A,AR,P,537
2016,Georgia,France,GEO,FRA,G,N,FI,P,912
2016,Georgia,France,GEO,FRA,G,A,RA,P,176
2016,Georgia,France,GEO,FRA,G,R,RA,P,252
2016,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,A,AR,C,16
2016,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,N,FI,P,61
2016,Georgia,Germany,GEO,DEU,G,N,NA,P,3448
2016,Georgia,Germany,GEO,DEU,G,R,RA,P,323
2016,Georgia,Greece,GEO,GRC,G,A,AR,P,361
2016,Georgia,Greece,GEO,GRC,G,N,FI,P,583
2016,Georgia,Greece,GEO,GRC,G,R,RA,P,105
2016,Georgia,Hungary,GEO,HUN,G,N,FI,P,12
2016,Georgia,Iceland,GEO,ISL,G,N,FI,P,41
2016,Georgia,Ireland,GEO,IRL,G,A,AR,P,36
2016,Georgia,Ireland,GEO,IRL,G,N,FI,P,75
2016,Georgia,Ireland,GEO,IRL,G,N,SP,P,5
2016,Georgia,Italy,GEO,ITA,G,N,FI,P,194
2016,Georgia,Liechtenstein,GEO,LIE,G,N,FI,P,5
2016,Georgia,Lithuania,GEO,LTU,G,N,FI,P,7
2016,Georgia,Luxembourg,GEO,LUX,G,N,FI,P,63
2016,Georgia,Luxembourg,GEO,LUX,G,J,JR,P,6
2016,Georgia,Latvia,GEO,LVA,G,N,FI,P,5
2016,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,N,FI,P,585
2016,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,R,RA,P,19
2016,Georgia,Norway,GEO,NOR,G,A,AR,P,5
2016,Georgia,Norway,GEO,NOR,G,N,FI,P,9
2016,Georgia,Poland,GEO,POL,G,A,AR,P,35
2016,Georgia,Poland,GEO,POL,G,N,FI,P,56
2016,Georgia,"Russian Federation",GEO,RUS,G,N,FI,P,15
2016,Georgia,"Russian Federation",GEO,RUS,G,N,TA,P,86
2016,Georgia,Spain,GEO,ESP,G,N,FI,P,77
2016,Georgia,Sweden,GEO,SWE,G,A,AR,P,599
2016,Georgia,Sweden,GEO,SWE,G,N,FI,P,638
2016,Georgia,Sweden,GEO,SWE,G,R,RA,P,97
2016,Georgia,Switzerland,GEO,CHE,G,N,FI,P,396
2016,Georgia,Switzerland,GEO,CHE,G,R,FI,P,69
2016,Georgia,Ukraine,GEO,UKR,G,N,FI,P,13
2016,Georgia,Ukraine,GEO,UKR,G,J,JR,P,5
2016,Germany,Belgium,DEU,BEL,G,N,FI,P,5
2016,Germany,France,DEU,FRA,G,A,AR,P,5
2016,Germany,"United Kingdom of Great Britain and Northern Ireland",DEU,GBR,G,N,FI,P,5
2016,Germany,Norway,DEU,NOR,G,A,AR,P,5
2016,Germany,Norway,DEU,NOR,G,N,FI,P,5
2016,Germany,Switzerland,DEU,CHE,G,N,FI,P,5
2016,Greece,France,GRC,FRA,G,N,FI,P,6
2016,Greece,Germany,GRC,DEU,G,N,NA,P,7
2016,Greece,Sweden,GRC,SWE,G,A,AR,P,5
2016,Greece,Sweden,GRC,SWE,G,N,FI,P,5
2016,Croatia,France,HRV,FRA,G,N,FI,P,5
2016,Croatia,Germany,HRV,DEU,G,N,NA,P,7
2016,Croatia,"Serbia and Kosovo: S/RES/1244 (1999)",HRV,SRB,G,N,FI,P,5
2016,Hungary,Austria,HUN,AUT,G,N,FA,P,5
2016,Hungary,Belgium,HUN,BEL,G,N,FI,P,5
2016,Hungary,France,HUN,FRA,G,N,FI,P,5
2016,Hungary,Germany,HUN,DEU,G,N,NA,P,15
2016,Hungary,Sweden,HUN,SWE,G,A,AR,P,5
2016,Hungary,Sweden,HUN,SWE,G,N,FI,P,5
2016,Italy,Austria,ITA,AUT,G,N,FA,P,5
2016,Italy,Germany,ITA,DEU,G,N,NA,P,14
2016,Italy,Sweden,ITA,SWE,G,A,AR,P,5
2016,Italy,Sweden,ITA,SWE,G,N,FI,P,5
