Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2010,Albania,Austria,ALB,AUT,G,NR,FA,P,17
2010,Albania,Belgium,ALB,BEL,G,N,FI,P,208
2010,Albania,Belgium,ALB,BEL,G,N,RA,P,58
2010,Albania,Denmark,ALB,DNK,G,N,FI,P,6
2010,Albania,Finland,ALB,FIN,G,N,FI,P,12
2010,Albania,France,ALB,FRA,G,N,FI,P,479
2010,Albania,France,ALB,FRA,G,R,RA,P,38
2010,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,N,FI,P,219
2010,Albania,"United Kingdom of Great Britain and Northern Ireland",ALB,GBR,G,R,RA,P,14
2010,Albania,Germany,ALB,DEU,G,N,NA,P,39
2010,Albania,Germany,ALB,DEU,G,N,RA,P,7
2010,Albania,Greece,ALB,GRC,G,A,AR,P,44
2010,Albania,Greece,ALB,GRC,G,N,FI,P,693
2010,Albania,Ireland,ALB,IRL,G,R,AR,P,20
2010,Albania,Ireland,ALB,IRL,G,N,FI,P,13
2010,Albania,Ireland,ALB,IRL,G,A,SP,P,36
2010,Albania,Italy,ALB,ITA,G,N,FI,P,35
2010,Albania,Luxembourg,ALB,LUX,G,N,FI,P,18
2010,Albania,"Netherlands (Kingdom of the)",ALB,NLD,G,N,FI,P,17
2010,Albania,Norway,ALB,NOR,G,N,AR,P,21
2010,Albania,Norway,ALB,NOR,G,N,FI,P,24
2010,Albania,Spain,ALB,ESP,G,N,FI,P,5
2010,Albania,Sweden,ALB,SWE,G,N,FI,P,61
2010,Albania,Sweden,ALB,SWE,G,N,JR,P,36
2010,Albania,Switzerland,ALB,CHE,G,N,FI,P,13
2010,Albania,Switzerland,ALB,CHE,G,R,RA,P,5
2010,Armenia,Austria,ARM,AUT,G,NR,FA,P,278
2010,Armenia,Azerbaijan,ARM,AZE,U,N,FI,P,5
2010,Armenia,Belgium,ARM,BEL,G,N,FI,P,1266
2010,Armenia,Belgium,ARM,BEL,G,N,RA,P,59
2010,Armenia,Bulgaria,ARM,BGR,G,N,FI,C,62
2010,Armenia,Cyprus,ARM,CYP,G,N,AR,P,5
2010,Armenia,Cyprus,ARM,CYP,G,N,FI,P,19
2010,Armenia,Czechia,ARM,CZE,G,N,AR,P,9
2010,Armenia,Czechia,ARM,CZE,G,N,FI,P,19
2010,Armenia,Denmark,ARM,DNK,G,N,FI,P,32
2010,Armenia,Finland,ARM,FIN,G,N,FI,P,11
2010,Armenia,France,ARM,FRA,G,A,AR,P,2264
2010,Armenia,France,ARM,FRA,G,N,FI,P,1775
2010,Armenia,France,ARM,FRA,G,R,RA,P,381
2010,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,N,FI,P,24
2010,Armenia,"United Kingdom of Great Britain and Northern Ireland",ARM,GBR,G,R,RA,P,5
2010,Armenia,Germany,ARM,DEU,G,N,NA,P,296
2010,Armenia,Germany,ARM,DEU,G,N,RA,P,92
2010,Armenia,Greece,ARM,GRC,G,A,AR,P,5
2010,Armenia,Greece,ARM,GRC,G,N,FI,P,71
2010,Armenia,Hungary,ARM,HUN,G,N,FI,P,11
2010,Armenia,Ireland,ARM,IRL,G,R,AR,P,9
2010,Armenia,Ireland,ARM,IRL,G,N,FI,P,9
2010,Armenia,Ireland,ARM,IRL,G,A,SP,P,5
2010,Armenia,Italy,ARM,ITA,G,N,FI,P,53
2010,Armenia,Lithuania,ARM,LTU,G,N,FI,P,22
2010,Armenia,Luxembourg,ARM,LUX,G,N,FI,P,5
2010,Armenia,"Rep. of Moldova",ARM,MDA,G,NR,FA,P,36
2010,Armenia,Malta,ARM,MLT,G,A,AR,P,5
2010,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,N,FI,P,611
2010,Armenia,"Netherlands (Kingdom of the)",ARM,NLD,G,R,RA,P,40
2010,Armenia,Norway,ARM,NOR,G,N,AR,P,31
2010,Armenia,Norway,ARM,NOR,G,N,FI,P,17
2010,Armenia,Poland,ARM,POL,G,N,FI,P,107
2010,Armenia,Spain,ARM,ESP,G,N,FI,P,37
2010,Armenia,Slovakia,ARM,SVK,G,N,FI,P,12
2010,Armenia,Sweden,ARM,SWE,G,N,FI,P,272
2010,Armenia,Sweden,ARM,SWE,G,N,JR,P,204
2010,Armenia,Switzerland,ARM,CHE,G,N,FI,P,77
2010,Armenia,Switzerland,ARM,CHE,G,R,RA,P,28
2010,Armenia,Ukraine,ARM,UKR,G,N,FI,P,10
2010,Azerbaijan,Austria,AZE,AUT,G,NR,FA,P,87
2010,Azerbaijan,Belgium,AZE,BEL,G,N,FI,P,76
2010,Azerbaijan,Belgium,AZE,BEL,G,N,RA,P,13
2010,Azerbaijan,Belarus,AZE,BLR,G,N,FI,P,5
2010,Azerbaijan,Czechia,AZE,CZE,G,N,FI,P,5
2010,Azerbaijan,Denmark,AZE,DNK,G,N,FI,P,14
2010,Azerbaijan,Finland,AZE,FIN,G,N,FI,P,9
2010,Azerbaijan,France,AZE,FRA,G,A,AR,P,476
2010,Azerbaijan,France,AZE,FRA,G,N,FI,P,770
2010,Azerbaijan,France,AZE,FRA,G,R,RA,P,109
2010,Azerbaijan,"United Kingdom of Great Britain and Northern Ireland",AZE,GBR,G,N,FI,P,17
2010,Azerbaijan,Georgia,AZE,GEO,G,NR,FA,P,6
2010,Azerbaijan,Germany,AZE,DEU,G,N,NA,P,469
2010,Azerbaijan,Germany,AZE,DEU,G,N,RA,P,64
2010,Azerbaijan,Greece,AZE,GRC,G,A,AR,P,5
2010,Azerbaijan,Hungary,AZE,HUN,G,N,FI,P,7
2010,Azerbaijan,Italy,AZE,ITA,G,N,FI,P,17
2010,Azerbaijan,Lithuania,AZE,LTU,G,N,FI,P,5
2010,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,N,FI,P,81
2010,Azerbaijan,"Netherlands (Kingdom of the)",AZE,NLD,G,R,RA,P,22
2010,Azerbaijan,Norway,AZE,NOR,G,N,AR,P,72
2010,Azerbaijan,Norway,AZE,NOR,G,N,FI,P,46
2010,Azerbaijan,Poland,AZE,POL,G,N,FI,P,10
2010,Azerbaijan,"Russian Federation",AZE,RUS,G,N,FI,P,16
2010,Azerbaijan,"Russian Federation",AZE,RUS,G,N,TA,P,5
2010,Azerbaijan,Spain,AZE,ESP,G,N,FI,P,12
2010,Azerbaijan,Sweden,AZE,SWE,G,N,FI,P,271
2010,Azerbaijan,Sweden,AZE,SWE,G,N,JR,P,354
2010,Azerbaijan,Switzerland,AZE,CHE,G,N,FI,P,31
2010,Azerbaijan,Switzerland,AZE,CHE,G,R,RA,P,6
2010,Azerbaijan,Ukraine,AZE,UKR,G,A,AR,P,6
2010,Azerbaijan,Ukraine,AZE,UKR,G,N,FI,P,13
2010,Belgium,"Netherlands (Kingdom of the)",BEL,NLD,G,N,FI,P,5
2010,Belarus,Austria,BLR,AUT,G,NR,FA,P,40
2010,Belarus,Belgium,BLR,BEL,G,N,FI,P,50
2010,Belarus,Belgium,BLR,BEL,G,N,RA,P,13
2010,Belarus,Czechia,BLR,CZE,G,N,AR,P,33
2010,Belarus,Czechia,BLR,CZE,G,N,FI,P,67
2010,Belarus,Denmark,BLR,DNK,G,N,FI,P,6
2010,Belarus,Finland,BLR,FIN,G,N,FI,P,66
2010,Belarus,France,BLR,FRA,G,N,FI,P,62
2010,Belarus,France,BLR,FRA,G,R,RA,P,12
2010,Belarus,"United Kingdom of Great Britain and Northern Ireland",BLR,GBR,G,N,FI,P,35
2010,Belarus,Germany,BLR,DEU,G,N,NA,P,51
2010,Belarus,Germany,BLR,DEU,G,N,RA,P,8
2010,Belarus,Greece,BLR,GRC,G,N,FI,P,8
2010,Belarus,Ireland,BLR,IRL,G,R,AR,P,5
2010,Belarus,Italy,BLR,ITA,G,N,FI,P,5
2010,Belarus,Liechtenstein,BLR,LIE,G,N,FA,P,5
2010,Belarus,Lithuania,BLR,LTU,G,N,FI,P,9
2010,Belarus,Luxembourg,BLR,LUX,G,N,FI,P,15
2010,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,N,FI,P,64
2010,Belarus,"Netherlands (Kingdom of the)",BLR,NLD,G,R,RA,P,5
2010,Belarus,Norway,BLR,NOR,G,N,AR,P,12
2010,Belarus,Norway,BLR,NOR,G,N,FI,P,29
2010,Belarus,Poland,BLR,POL,G,N,FI,P,46
2010,Belarus,"Russian Federation",BLR,RUS,G,N,FI,P,6
2010,Belarus,Spain,BLR,ESP,G,N,FI,P,5
2010,Belarus,Sweden,BLR,SWE,G,N,FI,P,338
2010,Belarus,Sweden,BLR,SWE,G,N,JR,P,228
2010,Belarus,Switzerland,BLR,CHE,G,N,FI,P,69
2010,Belarus,Switzerland,BLR,CHE,G,R,RA,P,7
2010,Belarus,Ukraine,BLR,UKR,G,A,AR,P,5
2010,Belarus,Ukraine,BLR,UKR,G,N,FI,P,21
2010,"Bosnia and Herzegovina",Austria,BIH,AUT,G,NR,FA,P,68
2010,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,N,FI,P,120
2010,"Bosnia and Herzegovina",Belgium,BIH,BEL,G,N,RA,P,21
2010,"Bosnia and Herzegovina",Cyprus,BIH,CYP,G,N,FI,P,8
2010,"Bosnia and Herzegovina",Czechia,BIH,CZE,G,N,FI,P,5
2010,"Bosnia and Herzegovina",Denmark,BIH,DNK,G,N,FI,P,15
2010,"Bosnia and Herzegovina",Finland,BIH,FIN,G,N,FI,P,9
2010,"Bosnia and Herzegovina",France,BIH,FRA,G,N,FI,P,486
2010,"Bosnia and Herzegovina",France,BIH,FRA,G,R,RA,P,15
2010,"Bosnia and Herzegovina","United Kingdom of Great Britain and Northern Ireland",BIH,GBR,G,N,FI,P,12
2010,"Bosnia and Herzegovina","United Kingdom of Great Britain and Northern Ireland",BIH,GBR,G,R,RA,P,5
2010,"Bosnia and Herzegovina",Germany,BIH,DEU,G,N,NA,P,301
2010,"Bosnia and Herzegovina",Germany,BIH,DEU,G,N,RA,P,53
2010,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,N,AR,P,14
2010,"Bosnia and Herzegovina",Croatia,BIH,HRV,G,N,FI,P,14
2010,"Bosnia and Herzegovina",Italy,BIH,ITA,G,N,FI,P,816
2010,"Bosnia and Herzegovina",Luxembourg,BIH,LUX,G,N,FI,P,11
2010,"Bosnia and Herzegovina","North Macedonia",BIH,MKD,G,N,FA,P,5
2010,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",BIH,NLD,G,N,FI,P,7
2010,"Bosnia and Herzegovina",Norway,BIH,NOR,G,N,AR,P,22
2010,"Bosnia and Herzegovina",Norway,BIH,NOR,G,N,FI,P,21
2010,"Bosnia and Herzegovina","Serbia and Kosovo: S/RES/1244 (1999)",BIH,SRB,G,N,AR,P,5
2010,"Bosnia and Herzegovina",Slovenia,BIH,SVN,G,N,FI,P,27
2010,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,N,FI,P,123
2010,"Bosnia and Herzegovina",Sweden,BIH,SWE,G,N,JR,P,73
2010,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,N,FI,P,142
2010,"Bosnia and Herzegovina",Switzerland,BIH,CHE,G,R,RA,P,47
2010,Bulgaria,Austria,BGR,AUT,G,NR,FA,P,5
2010,Bulgaria,Belgium,BGR,BEL,G,N,FI,P,74
2010,Bulgaria,Belgium,BGR,BEL,G,N,RA,P,56
2010,Bulgaria,Denmark,BGR,DNK,G,N,FI,P,8
2010,Bulgaria,Finland,BGR,FIN,G,N,FI,P,485
2010,Bulgaria,France,BGR,FRA,G,N,FI,P,16
2010,Bulgaria,Germany,BGR,DEU,G,N,NA,P,22
2010,Bulgaria,Norway,BGR,NOR,G,N,FI,P,5
2010,Bulgaria,Sweden,BGR,SWE,G,N,FI,P,17
2010,Bulgaria,Switzerland,BGR,CHE,G,N,FI,P,23
2010,Czechia,Austria,CZE,AUT,G,NR,FA,P,5
2010,Czechia,Belgium,CZE,BEL,G,N,FI,P,22
2010,Czechia,Belgium,CZE,BEL,G,N,RA,P,18
2010,Czechia,Germany,CZE,DEU,G,N,NA,P,5
2010,Czechia,Germany,CZE,DEU,G,N,RA,P,7
2010,Czechia,"Netherlands (Kingdom of the)",CZE,NLD,G,N,FI,P,18
2010,Czechia,Norway,CZE,NOR,G,N,AR,P,5
2010,Czechia,Switzerland,CZE,CHE,G,N,FI,P,5
2010,Estonia,Finland,EST,FIN,G,N,FI,P,5
2010,Estonia,Sweden,EST,SWE,G,N,FI,P,5
2010,France,Switzerland,FRA,CHE,G,N,FI,P,5
2010,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",GBR,GBR,G,N,FI,P,12
2010,Georgia,Armenia,GEO,ARM,G,A,AR,P,6
2010,Georgia,Armenia,GEO,ARM,G,N,FI,P,5
2010,Georgia,Armenia,GEO,ARM,U,N,FI,P,5
2010,Georgia,Austria,GEO,AUT,G,NR,FA,P,370
2010,Georgia,Belgium,GEO,BEL,G,N,FI,P,336
2010,Georgia,Belgium,GEO,BEL,G,N,RA,P,60
2010,Georgia,Belarus,GEO,BLR,G,N,FI,P,22
2010,Georgia,Bulgaria,GEO,BGR,G,N,FI,C,14
2010,Georgia,Cyprus,GEO,CYP,G,N,AR,P,67
2010,Georgia,Cyprus,GEO,CYP,G,N,FI,P,43
2010,Georgia,Czechia,GEO,CZE,G,N,AR,P,9
2010,Georgia,Czechia,GEO,CZE,G,N,FI,P,9
2010,Georgia,Denmark,GEO,DNK,G,N,FI,P,15
2010,Georgia,Finland,GEO,FIN,G,N,FI,P,61
2010,Georgia,France,GEO,FRA,G,A,AR,P,355
2010,Georgia,France,GEO,FRA,G,N,FI,P,1355
2010,Georgia,France,GEO,FRA,G,R,RA,P,80
2010,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,N,FI,P,78
2010,Georgia,"United Kingdom of Great Britain and Northern Ireland",GEO,GBR,G,R,RA,P,6
2010,Georgia,Germany,GEO,DEU,G,N,NA,P,664
2010,Georgia,Germany,GEO,DEU,G,N,RA,P,87
2010,Georgia,Greece,GEO,GRC,G,A,AR,P,198
2010,Georgia,Greece,GEO,GRC,G,N,FI,P,1162
2010,Georgia,Croatia,GEO,HRV,G,N,AR,P,5
2010,Georgia,Hungary,GEO,HUN,G,N,FI,P,68
2010,Georgia,Ireland,GEO,IRL,G,R,AR,P,50
2010,Georgia,Ireland,GEO,IRL,G,N,FI,P,53
2010,Georgia,Ireland,GEO,IRL,G,A,SP,P,45
2010,Georgia,Italy,GEO,ITA,G,N,FI,P,80
2010,Georgia,Lithuania,GEO,LTU,G,N,FI,P,234
2010,Georgia,Luxembourg,GEO,LUX,G,N,FI,P,7
2010,Georgia,"Rep. of Moldova",GEO,MDA,G,NR,FA,P,5
2010,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,N,FI,P,587
2010,Georgia,"Netherlands (Kingdom of the)",GEO,NLD,G,R,RA,P,24
2010,Georgia,Norway,GEO,NOR,G,N,AR,P,81
2010,Georgia,Norway,GEO,NOR,G,N,FI,P,85
2010,Georgia,Poland,GEO,POL,G,N,FI,P,1082
2010,Georgia,Portugal,GEO,PRT,G,N,FI,P,5
2010,Georgia,Romania,GEO,ROU,G,NR,FA,P,9
2010,Georgia,"Russian Federation",GEO,RUS,G,N,FI,P,641
2010,Georgia,"Russian Federation",GEO,RUS,G,N,TA,P,712
2010,Georgia,Spain,GEO,ESP,G,N,FI,P,48
2010,Georgia,"Serbia and Kosovo: S/RES/1244 (1999)",GEO,SRB,G,N,AR,P,5
2010,Georgia,Slovakia,GEO,SVK,G,N,FI,P,63
2010,Georgia,Slovenia,GEO,SVN,G,N,FI,P,5
2010,Georgia,Sweden,GEO,SWE,G,N,FI,P,291
2010,Georgia,Sweden,GEO,SWE,G,N,JR,P,165
2010,Georgia,Switzerland,GEO,CHE,G,N,FI,P,531
2010,Georgia,Switzerland,GEO,CHE,G,R,RA,P,111
2010,Georgia,Ukraine,GEO,UKR,G,A,AR,P,20
2010,Georgia,Ukraine,GEO,UKR,G,N,FI,P,22
2010,Germany,Switzerland,DEU,CHE,G,N,FI,P,5
2010,Germany,Switzerland,DEU,CHE,G,R,RA,P,5
2010,Croatia,Austria,HRV,AUT,G,NR,FA,P,5
2010,Croatia,Belgium,HRV,BEL,G,N,FI,P,32
2010,Croatia,Czechia,HRV,CZE,G,N,FI,P,5
2010,Croatia,Denmark,HRV,DNK,G,N,FI,P,5
2010,Croatia,Finland,HRV,FIN,G,N,FI,P,7
2010,Croatia,Germany,HRV,DEU,G,N,NA,P,12
2010,Croatia,Germany,HRV,DEU,G,N,RA,P,5
2010,Croatia,Ireland,HRV,IRL,G,R,AR,P,8
2010,Croatia,Ireland,HRV,IRL,G,N,FI,P,5
2010,Croatia,Ireland,HRV,IRL,G,A,SP,P,5
2010,Croatia,Italy,HRV,ITA,G,N,FI,P,53
2010,Croatia,Norway,HRV,NOR,G,N,AR,P,15
2010,Croatia,Norway,HRV,NOR,G,N,FI,P,11
2010,Croatia,Slovenia,HRV,SVN,G,N,FI,P,8
2010,Croatia,Sweden,HRV,SWE,G,N,FI,P,24
2010,Croatia,Sweden,HRV,SWE,G,N,JR,P,5
2010,Croatia,Switzerland,HRV,CHE,G,N,FI,P,8
2010,Hungary,Belgium,HUN,BEL,G,N,FI,P,45
2010,Hungary,Belgium,HUN,BEL,G,N,RA,P,20
2010,Hungary,Denmark,HUN,DNK,G,N,FI,P,5
2010,Hungary,Germany,HUN,DEU,G,N,NA,P,6
2010,Hungary,"Netherlands (Kingdom of the)",HUN,NLD,G,N,FI,P,5
2010,Hungary,Norway,HUN,NOR,G,N,AR,P,5
2010,Hungary,Norway,HUN,NOR,G,N,FI,P,5
2010,Hungary,Switzerland,HUN,CHE,G,N,FI,P,5
2010,Italy,Finland,ITA,FIN,G,N,FI,P,5
2010,Italy,Norway,ITA,NOR,G,N,FI,P,5
2010,Italy,Sweden,ITA,SWE,G,N,JR,P,5
2010,Italy,Switzerland,ITA,CHE,G,N,FI,P,8
2010,Lithuania,Germany,LTU,DEU,G,N,NA,P,10
2010,Lithuania,Sweden,LTU,SWE,G,N,FI,P,15
2010,Lithuania,Sweden,LTU,SWE,G,N,JR,P,13
2010,Lithuania,Switzerland,LTU,CHE,G,N,FI,P,5
2010,Latvia,Belgium,LVA,BEL,G,N,FI,P,5
2010,Latvia,Denmark,LVA,DNK,G,N,FI,P,5
2010,Latvia,Germany,LVA,DEU,G,N,NA,P,5
2010,Latvia,Sweden,LVA,SWE,G,N,FI,P,11
2010,"North Macedonia",Austria,MKD,AUT,G,NR,FA,P,194
2010,"North Macedonia",Belgium,MKD,BEL,G,N,FI,P,1631
2010,"North Macedonia",Belgium,MKD,BEL,G,N,RA,P,170
2010,"North Macedonia",Czechia,MKD,CZE,G,N,AR,P,5
2010,"North Macedonia",Denmark,MKD,DNK,G,N,FI,P,21
2010,"North Macedonia",Finland,MKD,FIN,G,N,FI,P,20
2010,"North Macedonia",France,MKD,FRA,G,N,FI,P,591
2010,"North Macedonia",France,MKD,FRA,G,R,RA,P,5
2010,"North Macedonia","United Kingdom of Great Britain and Northern Ireland",MKD,GBR,G,N,FI,P,5
2010,"North Macedonia",Germany,MKD,DEU,G,N,NA,P,2466
2010,"North Macedonia",Germany,MKD,DEU,G,N,RA,P,1081
2010,"North Macedonia",Hungary,MKD,HUN,G,N,FI,P,5
2010,"North Macedonia",Iceland,MKD,ISL,G,N,FI,P,5
2010,"North Macedonia",Italy,MKD,ITA,G,N,FI,P,98
2010,"North Macedonia",Liechtenstein,MKD,LIE,G,N,FA,P,38
2010,"North Macedonia",Luxembourg,MKD,LUX,G,N,FI,P,13
2010,"North Macedonia","Netherlands (Kingdom of the)",MKD,NLD,G,N,FI,P,389
2010,"North Macedonia",Norway,MKD,NOR,G,N,AR,P,87
2010,"North Macedonia",Norway,MKD,NOR,G,N,FI,P,93
2010,"North Macedonia",Spain,MKD,ESP,G,N,FI,P,12
2010,"North Macedonia",Sweden,MKD,SWE,G,N,FI,P,908
2010,"North Macedonia",Sweden,MKD,SWE,G,N,JR,P,225
2010,"North Macedonia",Switzerland,MKD,CHE,G,N,FI,P,403
2010,"North Macedonia",Switzerland,MKD,CHE,G,R,RA,P,14
2010,"Rep. of Moldova",Austria,MDA,AUT,G,NR,FA,P,127
2010,"Rep. of Moldova",Belgium,MDA,BEL,G,N,FI,P,12
2010,"Rep. of Moldova",Belgium,MDA,BEL,G,N,RA,P,5
2010,"Rep. of Moldova",Cyprus,MDA,CYP,G,N,AR,P,9
2010,"Rep. of Moldova",Cyprus,MDA,CYP,G,N,FI,P,10
2010,"Rep. of Moldova",Czechia,MDA,CZE,G,N,AR,P,11
2010,"Rep. of Moldova",Czechia,MDA,CZE,G,N,FI,P,13
2010,"Rep. of Moldova",Denmark,MDA,DNK,G,N,FI,P,5
2010,"Rep. of Moldova",France,MDA,FRA,G,N,FI,P,181
2010,"Rep. of Moldova",France,MDA,FRA,G,R,RA,P,6
2010,"Rep. of Moldova","United Kingdom of Great Britain and Northern Ireland",MDA,GBR,G,N,FI,P,7
2010,"Rep. of Moldova","United Kingdom of Great Britain and Northern Ireland",MDA,GBR,G,R,RA,P,5
2010,"Rep. of Moldova",Germany,MDA,DEU,G,N,NA,P,41
2010,"Rep. of Moldova",Germany,MDA,DEU,G,N,RA,P,5
2010,"Rep. of Moldova",Greece,MDA,GRC,G,A,AR,P,12
2010,"Rep. of Moldova",Greece,MDA,GRC,G,N,FI,P,40
2010,"Rep. of Moldova",Hungary,MDA,HUN,G,N,FI,P,14
2010,"Rep. of Moldova",Iceland,MDA,ISL,G,A,AR,P,5
2010,"Rep. of Moldova",Ireland,MDA,IRL,G,R,AR,P,29
2010,"Rep. of Moldova",Ireland,MDA,IRL,G,N,FI,P,56
2010,"Rep. of Moldova",Ireland,MDA,IRL,G,A,SP,P,26
2010,"Rep. of Moldova",Italy,MDA,ITA,G,N,FI,P,16
2010,"Rep. of Moldova",Lithuania,MDA,LTU,G,N,FI,P,5
2010,"Rep. of Moldova","Netherlands (Kingdom of the)",MDA,NLD,G,N,FI,P,9
2010,"Rep. of Moldova",Norway,MDA,NOR,G,N,AR,P,8
2010,"Rep. of Moldova",Norway,MDA,NOR,G,N,FI,P,7
2010,"Rep. of Moldova",Poland,MDA,POL,G,N,FI,P,5
2010,"Rep. of Moldova",Romania,MDA,ROU,G,NR,FA,P,111
2010,"Rep. of Moldova","Russian Federation",MDA,RUS,G,N,FI,P,5
2010,"Rep. of Moldova",Slovakia,MDA,SVK,G,N,FI,P,42
2010,"Rep. of Moldova",Sweden,MDA,SWE,G,N,FI,P,19
2010,"Rep. of Moldova",Sweden,MDA,SWE,G,N,JR,P,5
2010,"Rep. of Moldova",Switzerland,MDA,CHE,G,N,FI,P,19
2010,"Rep. of Moldova",Switzerland,MDA,CHE,G,R,RA,P,5
2010,"Rep. of Moldova",Ukraine,MDA,UKR,G,N,FI,P,10
2010,Montenegro,Austria,MNE,AUT,G,NR,FA,P,5
2010,Montenegro,Belgium,MNE,BEL,G,N,FI,P,11
2010,Montenegro,Belgium,MNE,BEL,G,N,RA,P,18
2010,Montenegro,Denmark,MNE,DNK,G,N,FI,P,5
2010,Montenegro,France,MNE,FRA,G,N,FI,P,72
2010,Montenegro,France,MNE,FRA,G,R,RA,P,9
2010,Montenegro,Germany,MNE,DEU,G,N,NA,P,59
2010,Montenegro,Germany,MNE,DEU,G,N,RA,P,35
2010,Montenegro,Italy,MNE,ITA,G,N,FI,P,153
2010,Montenegro,Norway,MNE,NOR,G,N,AR,P,10
2010,Montenegro,Norway,MNE,NOR,G,N,FI,P,10
2010,Montenegro,Sweden,MNE,SWE,G,N,FI,P,39
2010,Montenegro,Sweden,MNE,SWE,G,N,JR,P,25
2010,Montenegro,Switzerland,MNE,CHE,G,N,FI,P,18
2010,Malta,Belgium,MLT,BEL,G,N,FI,P,5
2010,"Netherlands (Kingdom of the)",Belgium,NLD,BEL,G,N,FI,P,5
2010,"Netherlands (Kingdom of the)","Serbia and Kosovo: S/RES/1244 (1999)",NLD,SRB,G,N,AR,P,5
2010,Poland,Belarus,POL,BLR,G,N,FI,P,5
2010,Poland,Czechia,POL,CZE,G,N,FI,P,5
2010,Poland,Denmark,POL,DNK,G,N,FI,P,6
2010,Poland,"United Kingdom of Great Britain and Northern Ireland",POL,GBR,G,N,FI,P,7
2010,Poland,Germany,POL,DEU,G,N,NA,P,5
2010,Poland,Switzerland,POL,CHE,G,N,FI,P,6
2010,Romania,Belgium,ROU,BEL,G,N,FI,P,59
2010,Romania,Belgium,ROU,BEL,G,N,RA,P,18
2010,Romania,Denmark,ROU,DNK,G,N,FI,P,6
2010,Romania,Finland,ROU,FIN,G,N,FI,P,94
2010,Romania,France,ROU,FRA,G,N,FI,P,50
2010,Romania,"United Kingdom of Great Britain and Northern Ireland",ROU,GBR,G,N,FI,P,5
2010,Romania,Germany,ROU,DEU,G,N,NA,P,13
2010,Romania,Hungary,ROU,HUN,G,N,FI,P,7
2010,Romania,"Rep. of Moldova",ROU,MDA,G,NR,FA,P,5
2010,Romania,"Netherlands (Kingdom of the)",ROU,NLD,G,N,FI,P,5
2010,Romania,"Netherlands (Kingdom of the)",ROU,NLD,G,R,RA,P,5
2010,Romania,Norway,ROU,NOR,G,N,AR,P,7
2010,Romania,Norway,ROU,NOR,G,N,FI,P,19
2010,Romania,Sweden,ROU,SWE,G,N,FI,P,14
2010,Romania,Switzerland,ROU,CHE,G,N,FI,P,38
2010,Romania,Switzerland,ROU,CHE,G,R,RA,P,17
2010,"Russian Federation",Austria,RUS,AUT,G,NR,FA,P,2322
2010,"Russian Federation",Azerbaijan,RUS,AZE,U,N,FI,P,21
2010,"Russian Federation",Belgium,RUS,BEL,G,N,FI,P,1886
2010,"Russian Federation",Belgium,RUS,BEL,G,N,RA,P,748
2010,"Russian Federation",Belarus,RUS,BLR,G,NR,AR,P,6
2010,"Russian Federation",Belarus,RUS,BLR,G,N,FI,P,14
2010,"Russian Federation",Bulgaria,RUS,BGR,G,N,FI,C,11
2010,"Russian Federation",Cyprus,RUS,CYP,G,N,AR,P,12
2010,"Russian Federation",Cyprus,RUS,CYP,G,N,FI,P,19
2010,"Russian Federation",Czechia,RUS,CZE,G,N,AR,P,14
2010,"Russian Federation",Czechia,RUS,CZE,G,N,FI,P,62
2010,"Russian Federation",Denmark,RUS,DNK,G,N,FI,P,340
2010,"Russian Federation",Estonia,RUS,EST,G,N,FI,P,7
2010,"Russian Federation",Finland,RUS,FIN,G,N,FI,P,436
2010,"Russian Federation",France,RUS,FRA,G,A,AR,P,1939
2010,"Russian Federation",France,RUS,FRA,G,N,FI,P,4334
2010,"Russian Federation",France,RUS,FRA,G,R,RA,P,361
2010,"Russian Federation","United Kingdom of Great Britain and Northern Ireland",RUS,GBR,G,N,FI,P,104
2010,"Russian Federation","United Kingdom of Great Britain and Northern Ireland",RUS,GBR,G,R,RA,P,5
2010,"Russian Federation",Georgia,RUS,GEO,G,NR,FA,P,35
2010,"Russian Federation",Germany,RUS,DEU,G,N,NA,P,1199
2010,"Russian Federation",Germany,RUS,DEU,G,N,RA,P,211
2010,"Russian Federation",Greece,RUS,GRC,G,A,AR,P,6
2010,"Russian Federation",Greece,RUS,GRC,G,N,FI,P,100
2010,"Russian Federation",Croatia,RUS,HRV,G,N,AR,P,5
2010,"Russian Federation",Croatia,RUS,HRV,G,N,FI,P,5
2010,"Russian Federation",Hungary,RUS,HUN,G,N,FI,P,23
2010,"Russian Federation",Ireland,RUS,IRL,G,R,AR,P,8
2010,"Russian Federation",Ireland,RUS,IRL,G,N,FI,P,14
